28,1 Samuel,1,,,,,
36,1 Samuel,2,,,,,
43,1 Samuel,3,,1 Samuel,4,,
50,1 Samuel,5,,1 Samuel,7,,
49,1 Samuel,8,,1 Samuel,9,,
42,1 Samuel,10,,1 Samuel,11,,
48,1 Samuel,12,,1 Samuel,13,,
52,1 Samuel,14,,,,,
58,1 Samuel,15,,1 Samuel,16,,
58,1 Samuel,17,,,,,
54,1 Samuel,18,,1 Samuel,19,,
42,1 Samuel,20,,,,,
38,1 Samuel,21,,1 Samuel,22,,
51,1 Samuel,23,,1 Samuel,24,,
44,1 Samuel,25,,,,,
37,1 Samuel,26,,1 Samuel,27,,
36,1 Samuel,28,,1 Samuel,29,,
44,1 Samuel,30,,1 Samuel,31,,
59,2 Samuel,1,,2 Samuel,2,,
39,2 Samuel,3,,,,,
37,2 Samuel,4,,2 Samuel,5,,
52,2 Samuel,6,,2 Samuel,7,,
31,2 Samuel,8,,2 Samuel,9,,
46,2 Samuel,10,,2 Samuel,11,,
31,2 Samuel,12,,,,,
39,2 Samuel,13,,,,,
33,2 Samuel,14,,,,,
37,2 Samuel,15,,,,,
52,2 Samuel,16,,2 Samuel,17,,
33,2 Samuel,18,,,,,
43,2 Samuel,19,,,,,
48,2 Samuel,20,,2 Samuel,21,,
51,2 Samuel,22,,,,,
39,2 Samuel,23,,,,,
25,2 Samuel,24,,,,,
53,1 Kings,1,,,,,
46,1 Kings,2,,,,,
28,1 Kings,3,,,,,
52,1 Kings,4,,1 Kings,5,,
38,1 Kings,6,,,,,
51,1 Kings,7,,,,,
66,1 Kings,8,,,,,
57,1 Kings,9,,1 Kings,10,,
43,1 Kings,11,,,,,
33,1 Kings,12,,,,,
34,1 Kings,13,,,,,
31,1 Kings,14,,,,,
34,1 Kings,15,,,,,
58,1 Kings,16,,1 Kings,17,,
46,1 Kings,18,,,,,
21,1 Kings,19,,,,,
43,1 Kings,20,,,,,
29,1 Kings,21,,,,,
53,1 Kings,22,,,,,
43,2 Kings,1,,2 Kings,2,,
27,2 Kings,3,,,,,
44,2 Kings,4,,,,,
60,2 Kings,5,,2 Kings,6,,
49,2 Kings,7,,2 Kings,8,,
37,2 Kings,9,,,,,
36,2 Kings,10,,,,,
42,2 Kings,11,,2 Kings,12,,
54,2 Kings,13,,2 Kings,14,,
58,2 Kings,15,,2 Kings,16,,
41,2 Kings,17,,,,,
37,2 Kings,18,,,,,
37,2 Kings,19,,,,,
47,2 Kings,20,,2 Kings,21,,
57,2 Kings,22,,2 Kings,23,,
50,2 Kings,24,,2 Kings,25,,
54,1 Chronicles,1,,,,,
55,1 Chronicles,2,,,,,
24,1 Chronicles,3,,,,,
43,1 Chronicles,4,,,,,
26,1 Chronicles,5,,,,,
81,1 Chronicles,6,,,,,
40,1 Chronicles,7,,,,,
40,1 Chronicles,8,,,,,
58,1 Chronicles,9,,1 Chronicles,10,,
47,1 Chronicles,11,,,,,
54,1 Chronicles,12,,1 Chronicles,13,,
46,1 Chronicles,14,,1 Chronicles,15,,
43,1 Chronicles,16,,,,,
