55,Proverbs,1,,Proverbs,2,,
35,Proverbs,3,,,,,
50,Proverbs,4,,Proverbs,5,,
62,Proverbs,6,,Proverbs,7,,
36,Proverbs,8,,,,,
50,Proverbs,9,,Proverbs,10,,
59,Proverbs,11,,Proverbs,12,,
60,Proverbs,13,,Proverbs,14,,
33,Proverbs,15,,,,,
33,Proverbs,16,,,,,
52,Proverbs,17,,Proverbs,18,,
59,Proverbs,19,,Proverbs,20,,
60,Proverbs,21,,Proverbs,22,,
35,Proverbs,23,,,,,
34,Proverbs,24,,,,,
56,Proverbs,25,,Proverbs,26,,
55,Proverbs,27,,Proverbs,28,,
60,Proverbs,29,,Proverbs,30,,
31,Proverbs,31,,,,,
44,Ecclesiastes,1,,Ecclesiastes,2,,
58,Ecclesiastes,3,,Ecclesiastes,5,,
41,Ecclesiastes,6,,Ecclesiastes,7,,
35,Ecclesiastes,8,,Ecclesiastes,9,,
44,Ecclesiastes,10,,Ecclesiastes,12,,
34,Song of Solomon,1,,Song of Solomon,2,,
43,Song of Solomon,3,,Song of Solomon,5,,
40,Song of Solomon,6,,Song of Solomon,8,,
31,Isaiah,1,,,,,
48,Isaiah,2,,Isaiah,3,,
49,Isaiah,4,,Isaiah,6,,
47,Isaiah,7,,Isaiah,8,,
55,Isaiah,9,,Isaiah,10,,
44,Isaiah,11,,Isaiah,13,,
55,Isaiah,14,,Isaiah,16,,
46,Isaiah,17,,Isaiah,19,,
48,Isaiah,20,,Isaiah,22,,
41,Isaiah,23,,Isaiah,24,,
46,Isaiah,25,,Isaiah,27,,
53,Isaiah,28,,Isaiah,29,,
42,Isaiah,30,,Isaiah,31,,
44,Isaiah,32,,Isaiah,33,,
49,Isaiah,34,,Isaiah,36,,
60,Isaiah,37,,Isaiah,38,,
39,Isaiah,39,,Isaiah,40,,
54,Isaiah,41,,Isaiah,42,,
56,Isaiah,43,,Isaiah,44,,
53,Isaiah,45,,Isaiah,47,,
48,Isaiah,48,,Isaiah,49,,
49,Isaiah,50,,Isaiah,52,,
42,Isaiah,53,,Isaiah,55,,
47,Isaiah,56,,Isaiah,58,,
43,Isaiah,59,,Isaiah,60,,
54,Isaiah,61,,Isaiah,64,,
49,Isaiah,65,,Isaiah,66,,
56,Jeremiah,1,,Jeremiah,2,,
56,Jeremiah,3,,Jeremiah,4,,
61,Jeremiah,5,,Jeremiah,6,,
34,Jeremiah,7,,,,,
48,Jeremiah,8,,Jeremiah,9,,
48,Jeremiah,10,,Jeremiah,11,,
44,Jeremiah,12,,Jeremiah,13,,
43,Jeremiah,14,,Jeremiah,15,,
48,Jeremiah,16,,Jeremiah,17,,
56,Jeremiah,18,,Jeremiah,20,,
44,Jeremiah,21,,Jeremiah,22,,
40,Jeremiah,23,,,,,
48,Jeremiah,24,,Jeremiah,25,,
46,Jeremiah,26,,Jeremiah,27,,
49,Jeremiah,28,,Jeremiah,29,,
64,Jeremiah,30,,Jeremiah,31,,
44,Jeremiah,32,,,,,
48,Jeremiah,33,,Jeremiah,34,,
51,Jeremiah,35,,Jeremiah,36,,
49,Jeremiah,37,,Jeremiah,38,,
34,Jeremiah,39,,Jeremiah,40,,
40,Jeremiah,41,,Jeremiah,42,,
43,Jeremiah,43,,Jeremiah,44,,
40,Jeremiah,45,,Jeremiah,47,,
47,Jeremiah,48,,,,,
39,Jeremiah,49,,,,,
46,Jeremiah,50,,,,,
64,Jeremiah,51,,,,,
34,Jeremiah,52,,,,,
44,Lamentations,1,,Lamentations,2,,
66,Lamentations,3,,,,,
44,Lamentations,4,,Lamentations,5,,
38,Ezekiel,1,,Ezekiel,2,,
44,Ezekiel,3,,Ezekiel,4,,
58,Ezekiel,5,,Ezekiel,7,,
51,Ezekiel,8,,Ezekiel,10,,
53,Ezekiel,11,,Ezekiel,12,,
54,Ezekiel,13,,Ezekiel,15,,
63,Ezekiel,16,,,,,
56,Ezekiel,17,,Ezekiel,18,,
63,Ezekiel,19,,Ezekiel,20,,
63,Ezekiel,21,,Ezekiel,22,,
49,Ezekiel,23,,,,,
44,Ezekiel,24,,Ezekiel,25,,
57,Ezekiel,26,,Ezekiel,27,,
47,Ezekiel,28,,Ezekiel,29,,
44,Ezekiel,30,,Ezekiel,31,,
32,Ezekiel,32,,,,,
33,Ezekiel,33,,,,,
46,Ezekiel,34,,Ezekiel,35,,
38,Ezekiel,36,,,,,
51,Ezekiel,37,,Ezekiel,38,,
29,Ezekiel,39,,,,,
49,Ezekiel,40,,,,,
46,Ezekiel,41,,Ezekiel,42,,
58,Ezekiel,43,,Ezekiel,44,,
49,Ezekiel,45,,Ezekiel,46,,
58,Ezekiel,47,,Ezekiel,48,,
70,Daniel,1,,Daniel,2,,
30,Daniel,3,,,,,
37,Daniel,4,,,,,
59,Daniel,5,,Daniel,6,,
55,Daniel,7,,Daniel,8,,
48,Daniel,9,,Daniel,10,,
58,Daniel,11,,Daniel,12,,
58,Hosea,1,,Hosea,4,,
42,Hosea,5,,Hosea,7,,
46,Hosea,8,,Hosea,10,,
51,Hosea,11,,Hosea,14,,
52,Joel,1,,Joel,2,,
36,Joel,3,,Amos,1,,
44,Amos,2,,Amos,4,,
41,Amos,5,,Amos,6,,
46,Amos,7,,Amos,9,,
21,Obadiah,1,,,,,
48,Jonah,1,,Jonah,4,,
54,Micah,1,,Micah,4,,
51,Micah,5,,Micah,7,,
47,Nahum,1,,Nahum,3,,
56,Habakkuk,1,,Habakkuk,3,,
53,Zephaniah,1,,Zephaniah,3,,
38,Haggai,1,,Haggai,2,,
44,Zechariah,1,,Zechariah,3,,
40,Zechariah,4,,Zechariah,6,,
54,Zechariah,7,,Zechariah,9,,
43,Zechariah,10,,Zechariah,12,,
30,Zechariah,13,,Zechariah,14,,
55,Malachi,1,,Malachi,4,,
48,Matthew,1,,Matthew,2,,
42,Matthew,3,,Matthew,4,,
48,Matthew,5,,,,,
34,Matthew,6,,,,,
63,Matthew,7,,Matthew,8,,
38,Matthew,9,,,,,
42,Matthew,10,,,,,
30,Matthew,11,,,,,
50,Matthew,12,,,,,
58,Matthew,13,,,,,
36,Matthew,14,,,,,
39,Matthew,15,,,,,
55,Matthew,16,,Matthew,17,,
